"UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","DEST_AIRPORT_ID","DEST","MONTH",
"AA","American Airlines Inc.",13577,"MYR",11057,"CLT",12,
"AA","American Airlines Inc.",13796,"OAK",11298,"DFW",12,
"AA","American Airlines Inc.",13796,"OAK",13871,"OMA",12,
"AA","American Airlines Inc.",13796,"OAK",14107,"PHX",12,
"AA","American Airlines Inc.",13796,"OAK",14122,"PIT",12,
"AA","American Airlines Inc.",13830,"OGG",11298,"DFW",12,
"AA","American Airlines Inc.",13830,"OGG",12892,"LAX",12,
"AA","American Airlines Inc.",13830,"OGG",14107,"PHX",12,
"AA","American Airlines Inc.",13851,"OKC",11057,"CLT",12,
"AA","American Airlines Inc.",13851,"OKC",11298,"DFW",12,
"AA","American Airlines Inc.",13871,"OMA",10713,"BOI",12,
"AA","American Airlines Inc.",13871,"OMA",11298,"DFW",12,
"AA","American Airlines Inc.",13871,"OMA",13796,"OAK",12,
"AA","American Airlines Inc.",13871,"OMA",14107,"PHX",12,
"AA","American Airlines Inc.",13871,"OMA",14908,"SNA",12,
"AA","American Airlines Inc.",13891,"ONT",11298,"DFW",12,
"AA","American Airlines Inc.",13891,"ONT",11618,"EWR",12,
"AA","American Airlines Inc.",13891,"ONT",14107,"PHX",12,
"AA","American Airlines Inc.",13891,"ONT",14679,"SAN",12,
"AA","American Airlines Inc.",13891,"ONT",14683,"SAT",12,
"AA","American Airlines Inc.",13930,"ORD",10140,"ABQ",12,
"AA","American Airlines Inc.",13930,"ORD",10397,"ATL",12,
"AA","American Airlines Inc.",13930,"ORD",10423,"AUS",12,
"AA","American Airlines Inc.",13930,"ORD",10529,"BDL",12,
"AA","American Airlines Inc.",13930,"ORD",10721,"BOS",12,
"AA","American Airlines Inc.",13930,"ORD",10821,"BWI",12,
"AA","American Airlines Inc.",13930,"ORD",11057,"CLT",12,
"AA","American Airlines Inc.",13930,"ORD",11278,"DCA",12,
"AA","American Airlines Inc.",13930,"ORD",11292,"DEN",12,
"AA","American Airlines Inc.",13930,"ORD",11298,"DFW",12,
"AA","American Airlines Inc.",13930,"ORD",11433,"DTW",12,
"AA","American Airlines Inc.",13930,"ORD",11503,"EGE",12,
"AA","American Airlines Inc.",13930,"ORD",11618,"EWR",12,
"AA","American Airlines Inc.",13930,"ORD",11697,"FLL",12,
"AA","American Airlines Inc.",13930,"ORD",12266,"IAH",12,
"AA","American Airlines Inc.",13930,"ORD",12441,"JAC",12,
"AA","American Airlines Inc.",13930,"ORD",12478,"JFK",12,
"AA","American Airlines Inc.",13930,"ORD",12758,"KOA",12,
"AA","American Airlines Inc.",13930,"ORD",12889,"LAS",12,
"AA","American Airlines Inc.",13930,"ORD",12892,"LAX",12,
"AA","American Airlines Inc.",13930,"ORD",12953,"LGA",12,
"AA","American Airlines Inc.",13930,"ORD",13198,"MCI",12,
"AA","American Airlines Inc.",13930,"ORD",13204,"MCO",12,
"AA","American Airlines Inc.",13930,"ORD",13303,"MIA",12,
"AA","American Airlines Inc.",13930,"ORD",13487,"MSP",12,
"AA","American Airlines Inc.",13930,"ORD",13495,"MSY",12,
"AA","American Airlines Inc.",13930,"ORD",13502,"MTJ",12,
"AA","American Airlines Inc.",13930,"ORD",13931,"ORF",12,
"AA","American Airlines Inc.",13930,"ORD",14027,"PBI",12,
"AA","American Airlines Inc.",13930,"ORD",14057,"PDX",12,
"AA","American Airlines Inc.",13930,"ORD",14100,"PHL",12,
"AA","American Airlines Inc.",13930,"ORD",14107,"PHX",12,
"AA","American Airlines Inc.",13930,"ORD",14122,"PIT",12,
"AA","American Airlines Inc.",13930,"ORD",14262,"PSP",12,
"AA","American Airlines Inc.",13930,"ORD",14492,"RDU",12,
"AA","American Airlines Inc.",13930,"ORD",14570,"RNO",12,
"AA","American Airlines Inc.",13930,"ORD",14635,"RSW",12,
"AA","American Airlines Inc.",13930,"ORD",14679,"SAN",12,
"AA","American Airlines Inc.",13930,"ORD",14683,"SAT",12,
"AA","American Airlines Inc.",13930,"ORD",14747,"SEA",12,
"AA","American Airlines Inc.",13930,"ORD",14771,"SFO",12,
"AA","American Airlines Inc.",13930,"ORD",14831,"SJC",12,
"AA","American Airlines Inc.",13930,"ORD",14843,"SJU",12,
"AA","American Airlines Inc.",13930,"ORD",14869,"SLC",12,
"AA","American Airlines Inc.",13930,"ORD",14893,"SMF",12,
"AA","American Airlines Inc.",13930,"ORD",14908,"SNA",12,
"AA","American Airlines Inc.",13930,"ORD",15016,"STL",12,
"AA","American Airlines Inc.",13930,"ORD",15304,"TPA",12,
"AA","American Airlines Inc.",13930,"ORD",15376,"TUS",12,
"AA","American Airlines Inc.",13931,"ORF",11057,"CLT",12,
"AA","American Airlines Inc.",13931,"ORF",11298,"DFW",12,
"AA","American Airlines Inc.",13931,"ORF",12451,"JAX",12,
"AA","American Airlines Inc.",13931,"ORF",13930,"ORD",12,
"AA","American Airlines Inc.",14027,"PBI",11057,"CLT",12,
"AA","American Airlines Inc.",14027,"PBI",11278,"DCA",12,
"AA","American Airlines Inc.",14027,"PBI",11298,"DFW",12,
"AA","American Airlines Inc.",14027,"PBI",11618,"EWR",12,
"AA","American Airlines Inc.",14027,"PBI",12953,"LGA",12,
"AA","American Airlines Inc.",14027,"PBI",13930,"ORD",12,
"AA","American Airlines Inc.",14027,"PBI",14100,"PHL",12,
"AA","American Airlines Inc.",14057,"PDX",11057,"CLT",12,
"AA","American Airlines Inc.",14057,"PDX",11292,"DEN",12,
"AA","American Airlines Inc.",14057,"PDX",11298,"DFW",12,
"AA","American Airlines Inc.",14057,"PDX",12478,"JFK",12,
"AA","American Airlines Inc.",14057,"PDX",13930,"ORD",12,
"AA","American Airlines Inc.",14057,"PDX",14107,"PHX",12,
"AA","American Airlines Inc.",14100,"PHL",10397,"ATL",12,
"AA","American Airlines Inc.",14100,"PHL",10423,"AUS",12,
"AA","American Airlines Inc.",14100,"PHL",10529,"BDL",12,
"AA","American Airlines Inc.",14100,"PHL",10559,"BFI",12,
"AA","American Airlines Inc.",14100,"PHL",10581,"BGR",12,
"AA","American Airlines Inc.",14100,"PHL",10693,"BNA",12,
"AA","American Airlines Inc.",14100,"PHL",10721,"BOS",12,
"AA","American Airlines Inc.",14100,"PHL",11042,"CLE",12,
"AA","American Airlines Inc.",14100,"PHL",11057,"CLT",12,
"AA","American Airlines Inc.",14100,"PHL",11278,"DCA",12,
"AA","American Airlines Inc.",14100,"PHL",11292,"DEN",12,
"AA","American Airlines Inc.",14100,"PHL",11298,"DFW",12,
"AA","American Airlines Inc.",14100,"PHL",11298,"DFW",12,
"AA","American Airlines Inc.",14100,"PHL",11433,"DTW",12,
"AA","American Airlines Inc.",14100,"PHL",11697,"FLL",12,
"AA","American Airlines Inc.",14100,"PHL",11884,"GEG",12,
"AA","American Airlines Inc.",14100,"PHL",12451,"JAX",12,
"AA","American Airlines Inc.",14100,"PHL",12889,"LAS",12,
"AA","American Airlines Inc.",14100,"PHL",12892,"LAX",12,
"AA","American Airlines Inc.",14100,"PHL",12953,"LGA",12,
"AA","American Airlines Inc.",14100,"PHL",13198,"MCI",12,
"AA","American Airlines Inc.",14100,"PHL",13204,"MCO",12,
"AA","American Airlines Inc.",14100,"PHL",13303,"MIA",12,
"AA","American Airlines Inc.",14100,"PHL",13487,"MSP",12,
"AA","American Airlines Inc.",14100,"PHL",13495,"MSY",12,
"AA","American Airlines Inc.",14100,"PHL",13891,"ONT",12,
"AA","American Airlines Inc.",14100,"PHL",13930,"ORD",12,
"AA","American Airlines Inc.",14100,"PHL",14027,"PBI",12,
"AA","American Airlines Inc.",14100,"PHL",14057,"PDX",12,
"AA","American Airlines Inc.",14100,"PHL",14107,"PHX",12,
"AA","American Airlines Inc.",14100,"PHL",14122,"PIT",12,
"AA","American Airlines Inc.",14100,"PHL",14307,"PVD",12,
"AA","American Airlines Inc.",14100,"PHL",14492,"RDU",12,
"AA","American Airlines Inc.",14100,"PHL",14635,"RSW",12,
"AA","American Airlines Inc.",14100,"PHL",14679,"SAN",12,
"AA","American Airlines Inc.",14100,"PHL",14747,"SEA",12,
"AA","American Airlines Inc.",14100,"PHL",14771,"SFO",12,
"AA","American Airlines Inc.",14100,"PHL",14843,"SJU",12,
"AA","American Airlines Inc.",14100,"PHL",14869,"SLC",12,
"AA","American Airlines Inc.",14100,"PHL",15304,"TPA",12,
"AA","American Airlines Inc.",14107,"PHX",10397,"ATL",12,
"AA","American Airlines Inc.",14107,"PHX",10423,"AUS",12,
"AA","American Airlines Inc.",14107,"PHX",10713,"BOI",12,
"AA","American Airlines Inc.",14107,"PHX",10721,"BOS",12,
"AA","American Airlines Inc.",14107,"PHX",10821,"BWI",12,
"AA","American Airlines Inc.",14107,"PHX",11057,"CLT",12,
"AA","American Airlines Inc.",14107,"PHX",11066,"CMH",12,
"AA","American Airlines Inc.",14107,"PHX",11278,"DCA",12,
"AA","American Airlines Inc.",14107,"PHX",11292,"DEN",12,
"AA","American Airlines Inc.",14107,"PHX",11298,"DFW",12,
"AA","American Airlines Inc.",14107,"PHX",11423,"DSM",12,
"AA","American Airlines Inc.",14107,"PHX",11433,"DTW",12,
"AA","American Airlines Inc.",14107,"PHX",11618,"EWR",12,
"AA","American Airlines Inc.",14107,"PHX",11638,"FAT",12,
"AA","American Airlines Inc.",14107,"PHX",11697,"FLL",12,
"AA","American Airlines Inc.",14107,"PHX",11884,"GEG",12,
"AA","American Airlines Inc.",14107,"PHX",12173,"HNL",12,
"AA","American Airlines Inc.",14107,"PHX",12266,"IAH",12,
"AA","American Airlines Inc.",14107,"PHX",12339,"IND",12,
"AA","American Airlines Inc.",14107,"PHX",12478,"JFK",12,
"AA","American Airlines Inc.",14107,"PHX",12758,"KOA",12,
"AA","American Airlines Inc.",14107,"PHX",12889,"LAS",12,
"AA","American Airlines Inc.",14107,"PHX",12892,"LAX",12,
"AA","American Airlines Inc.",14107,"PHX",12982,"LIH",12,
"AA","American Airlines Inc.",14107,"PHX",13198,"MCI",12,
"AA","American Airlines Inc.",14107,"PHX",13204,"MCO",12,
"AA","American Airlines Inc.",14107,"PHX",13244,"MEM",12,
"AA","American Airlines Inc.",14107,"PHX",13303,"MIA",12,
"AA","American Airlines Inc.",14107,"PHX",13342,"MKE",12,
"AA","American Airlines Inc.",14107,"PHX",13487,"MSP",12,
"AA","American Airlines Inc.",14107,"PHX",13796,"OAK",12,
"AA","American Airlines Inc.",14107,"PHX",13830,"OGG",12,
"AA","American Airlines Inc.",14107,"PHX",13871,"OMA",12,
"AA","American Airlines Inc.",14107,"PHX",13891,"ONT",12,
"AA","American Airlines Inc.",14107,"PHX",13930,"ORD",12,
"AA","American Airlines Inc.",14107,"PHX",14057,"PDX",12,
"AA","American Airlines Inc.",14107,"PHX",14100,"PHL",12,
"AA","American Airlines Inc.",14107,"PHX",14122,"PIT",12,
"AA","American Airlines Inc.",14107,"PHX",14570,"RNO",12,
"AA","American Airlines Inc.",14107,"PHX",14679,"SAN",12,
"AA","American Airlines Inc.",14107,"PHX",14683,"SAT",12,
"AA","American Airlines Inc.",14107,"PHX",14747,"SEA",12,
"AA","American Airlines Inc.",14107,"PHX",14771,"SFO",12,
"AA","American Airlines Inc.",14107,"PHX",14831,"SJC",12,
"AA","American Airlines Inc.",14107,"PHX",14869,"SLC",12,
"AA","American Airlines Inc.",14107,"PHX",14893,"SMF",12,
"AA","American Airlines Inc.",14107,"PHX",14908,"SNA",12,
"AA","American Airlines Inc.",14107,"PHX",15016,"STL",12,
"AA","American Airlines Inc.",14107,"PHX",15304,"TPA",12,
"AA","American Airlines Inc.",14122,"PIT",11057,"CLT",12,
"AA","American Airlines Inc.",14122,"PIT",11298,"DFW",12,
"AA","American Airlines Inc.",14122,"PIT",13198,"MCI",12,
"AA","American Airlines Inc.",14122,"PIT",13930,"ORD",12,
"AA","American Airlines Inc.",14122,"PIT",14100,"PHL",12,
"AA","American Airlines Inc.",14122,"PIT",14107,"PHX",12,
"AA","American Airlines Inc.",14122,"PIT",14831,"SJC",12,
"AA","American Airlines Inc.",14122,"PIT",14893,"SMF",12,
"AA","American Airlines Inc.",14193,"PNS",11057,"CLT",12,
"AA","American Airlines Inc.",14193,"PNS",11298,"DFW",12,
"AA","American Airlines Inc.",14262,"PSP",11298,"DFW",12,
"AA","American Airlines Inc.",14262,"PSP",11697,"FLL",12,
"AA","American Airlines Inc.",14262,"PSP",13930,"ORD",12,
"AA","American Airlines Inc.",14307,"PVD",10397,"ATL",12,
"AA","American Airlines Inc.",14307,"PVD",11057,"CLT",12,
"AA","American Airlines Inc.",14307,"PVD",14100,"PHL",12,
"AA","American Airlines Inc.",14307,"PVD",14683,"SAT",12,
"AA","American Airlines Inc.",14321,"PWM",11057,"CLT",12,
"AA","American Airlines Inc.",14492,"RDU",11057,"CLT",12,
"AA","American Airlines Inc.",14492,"RDU",11278,"DCA",12,
"AA","American Airlines Inc.",14492,"RDU",11298,"DFW",12,
"AA","American Airlines Inc.",14492,"RDU",12892,"LAX",12,
"AA","American Airlines Inc.",14492,"RDU",12953,"LGA",12,
"AA","American Airlines Inc.",14492,"RDU",13303,"MIA",12,
"AA","American Airlines Inc.",14492,"RDU",13487,"MSP",12,
"AA","American Airlines Inc.",14492,"RDU",13930,"ORD",12,
"AA","American Airlines Inc.",14492,"RDU",14100,"PHL",12,
"AA","American Airlines Inc.",14492,"RDU",14683,"SAT",12,
"AA","American Airlines Inc.",14492,"RDU",14747,"SEA",12,
"AA","American Airlines Inc.",14492,"RDU",14869,"SLC",12,
"AA","American Airlines Inc.",14492,"RDU",15016,"STL",12,
"AA","American Airlines Inc.",14524,"RIC",11057,"CLT",12,
"AA","American Airlines Inc.",14524,"RIC",11298,"DFW",12,
"AA","American Airlines Inc.",14524,"RIC",13930,"ORD",12,
"AA","American Airlines Inc.",14570,"RNO",10397,"ATL",12,
"AA","American Airlines Inc.",14570,"RNO",11298,"DFW",12,
"AA","American Airlines Inc.",14570,"RNO",13930,"ORD",12,
"AA","American Airlines Inc.",14570,"RNO",14100,"PHL",12,
"AA","American Airlines Inc.",14570,"RNO",14107,"PHX",12,
"AA","American Airlines Inc.",14570,"RNO",15304,"TPA",12,
"AA","American Airlines Inc.",14635,"RSW",10721,"BOS",12,
"AA","American Airlines Inc.",14635,"RSW",11057,"CLT",12,
"AA","American Airlines Inc.",14635,"RSW",11278,"DCA",12,
"AA","American Airlines Inc.",14635,"RSW",11298,"DFW",12,
"AA","American Airlines Inc.",14635,"RSW",12266,"IAH",12,
"AA","American Airlines Inc.",14635,"RSW",13303,"MIA",12,
"AA","American Airlines Inc.",14635,"RSW",13930,"ORD",12,
"AA","American Airlines Inc.",14635,"RSW",14100,"PHL",12,
"AA","American Airlines Inc.",14679,"SAN",10721,"BOS",12,
"AA","American Airlines Inc.",14679,"SAN",11057,"CLT",12,
"AA","American Airlines Inc.",14679,"SAN",11278,"DCA",12,
"AA","American Airlines Inc.",14679,"SAN",11292,"DEN",12,
"AA","American Airlines Inc.",14679,"SAN",11298,"DFW",12,
"AA","American Airlines Inc.",14679,"SAN",12478,"JFK",12,
"AA","American Airlines Inc.",14679,"SAN",13204,"MCO",12,
"AA","American Airlines Inc.",14679,"SAN",13303,"MIA",12,
"AA","American Airlines Inc.",14679,"SAN",13930,"ORD",12,
"AA","American Airlines Inc.",14679,"SAN",14100,"PHL",12,
"AA","American Airlines Inc.",14679,"SAN",14107,"PHX",12,
"AA","American Airlines Inc.",14679,"SAN",14683,"SAT",12,
"AA","American Airlines Inc.",14683,"SAT",10994,"CHS",12,
"AA","American Airlines Inc.",14683,"SAT",11057,"CLT",12,
"AA","American Airlines Inc.",14683,"SAT",11298,"DFW",12,
"AA","American Airlines Inc.",14683,"SAT",11433,"DTW",12,
"AA","American Airlines Inc.",14683,"SAT",12339,"IND",12,
"AA","American Airlines Inc.",14683,"SAT",13303,"MIA",12,
"AA","American Airlines Inc.",14683,"SAT",13891,"ONT",12,
"AA","American Airlines Inc.",14683,"SAT",13930,"ORD",12,
"AA","American Airlines Inc.",14683,"SAT",14107,"PHX",12,
"AA","American Airlines Inc.",14683,"SAT",14831,"SJC",12,
"AA","American Airlines Inc.",14683,"SAT",14869,"SLC",12,
"AA","American Airlines Inc.",14685,"SAV",11057,"CLT",12,
"AA","American Airlines Inc.",14685,"SAV",11298,"DFW",12,
"AA","American Airlines Inc.",14689,"SBA",11298,"DFW",12,
"AA","American Airlines Inc.",14689,"SBA",13495,"MSY",12,
"AA","American Airlines Inc.",14730,"SDF",11298,"DFW",12,
"AA","American Airlines Inc.",14747,"SEA",11057,"CLT",12,
"AA","American Airlines Inc.",14747,"SEA",11298,"DFW",12,
"AA","American Airlines Inc.",14747,"SEA",12478,"JFK",12,
"AA","American Airlines Inc.",14747,"SEA",12892,"LAX",12,
"AA","American Airlines Inc.",14747,"SEA",13303,"MIA",12,
"AA","American Airlines Inc.",14747,"SEA",13930,"ORD",12,
"AA","American Airlines Inc.",14747,"SEA",14100,"PHL",12,
"AA","American Airlines Inc.",14747,"SEA",14107,"PHX",12,
"AA","American Airlines Inc.",14747,"SEA",15016,"STL",12,
"AA","American Airlines Inc.",14771,"SFO",10721,"BOS",12,
"AA","American Airlines Inc.",14771,"SFO",11057,"CLT",12,
"AA","American Airlines Inc.",14771,"SFO",11298,"DFW",12,
"AA","American Airlines Inc.",14771,"SFO",11433,"DTW",12,
"AA","American Airlines Inc.",14771,"SFO",12478,"JFK",12,
"AA","American Airlines Inc.",14771,"SFO",12953,"LGA",12,
"AA","American Airlines Inc.",14771,"SFO",13204,"MCO",12,
"AA","American Airlines Inc.",14771,"SFO",13303,"MIA",12,
"AA","American Airlines Inc.",14771,"SFO",13930,"ORD",12,
"AA","American Airlines Inc.",14771,"SFO",14100,"PHL",12,
"AA","American Airlines Inc.",14771,"SFO",14107,"PHX",12,
"AA","American Airlines Inc.",14831,"SJC",10397,"ATL",12,
"AA","American Airlines Inc.",14831,"SJC",11298,"DFW",12,
"AA","American Airlines Inc.",14831,"SJC",12266,"IAH",12,
"AA","American Airlines Inc.",14831,"SJC",12339,"IND",12,
"AA","American Airlines Inc.",14831,"SJC",13198,"MCI",12,
"AA","American Airlines Inc.",14831,"SJC",13871,"OMA",12,
"AA","American Airlines Inc.",14831,"SJC",13930,"ORD",12,
"AA","American Airlines Inc.",14831,"SJC",14100,"PHL",12,
"AA","American Airlines Inc.",14831,"SJC",14107,"PHX",12,
"AA","American Airlines Inc.",14843,"SJU",11057,"CLT",12,
"AA","American Airlines Inc.",14843,"SJU",11298,"DFW",12,
"AA","American Airlines Inc.",14843,"SJU",13303,"MIA",12,
"AA","American Airlines Inc.",14843,"SJU",13930,"ORD",12,
"AA","American Airlines Inc.",14843,"SJU",14100,"PHL",12,
"AA","American Airlines Inc.",14869,"SLC",10423,"AUS",12,
"AA","American Airlines Inc.",14869,"SLC",10821,"BWI",12,
"AA","American Airlines Inc.",14869,"SLC",11057,"CLT",12,
"AA","American Airlines Inc.",14869,"SLC",11298,"DFW",12,
"AA","American Airlines Inc.",14869,"SLC",11618,"EWR",12,
"AA","American Airlines Inc.",14869,"SLC",12441,"JAC",12,
"AA","American Airlines Inc.",14869,"SLC",13198,"MCI",12,
"AA","American Airlines Inc.",14869,"SLC",13303,"MIA",12,
"AA","American Airlines Inc.",14869,"SLC",13930,"ORD",12,
"AA","American Airlines Inc.",14869,"SLC",14100,"PHL",12,
"AA","American Airlines Inc.",14869,"SLC",14107,"PHX",12,
"AA","American Airlines Inc.",14869,"SLC",14683,"SAT",12,
"AA","American Airlines Inc.",14869,"SLC",15304,"TPA",12,
"AA","American Airlines Inc.",14893,"SMF",11057,"CLT",12,
"AA","American Airlines Inc.",14893,"SMF",11298,"DFW",12,
"AA","American Airlines Inc.",14893,"SMF",11618,"EWR",12,
"AA","American Airlines Inc.",14893,"SMF",13198,"MCI",12,
"AA","American Airlines Inc.",14893,"SMF",13204,"MCO",12,
"AA","American Airlines Inc.",14893,"SMF",13487,"MSP",12,
"AA","American Airlines Inc.",14893,"SMF",13930,"ORD",12,
"AA","American Airlines Inc.",14893,"SMF",14100,"PHL",12,
"AA","American Airlines Inc.",14893,"SMF",14107,"PHX",12,
"AA","American Airlines Inc.",14893,"SMF",14683,"SAT",12,
"AA","American Airlines Inc.",14908,"SNA",10397,"ATL",12,
"AA","American Airlines Inc.",14908,"SNA",10423,"AUS",12,
"AA","American Airlines Inc.",14908,"SNA",10693,"BNA",12,
"AA","American Airlines Inc.",14908,"SNA",10721,"BOS",12,
"AA","American Airlines Inc.",14908,"SNA",10821,"BWI",12,
"AA","American Airlines Inc.",14908,"SNA",11292,"DEN",12,
"AA","American Airlines Inc.",14908,"SNA",11298,"DFW",12,
"AA","American Airlines Inc.",14908,"SNA",13487,"MSP",12,
"AA","American Airlines Inc.",14908,"SNA",13930,"ORD",12,
"AA","American Airlines Inc.",14908,"SNA",14107,"PHX",12,
"AA","American Airlines Inc.",14908,"SNA",14683,"SAT",12,
"AA","American Airlines Inc.",15016,"STL",11057,"CLT",12,
"AA","American Airlines Inc.",15016,"STL",11298,"DFW",12,
"AA","American Airlines Inc.",15016,"STL",12892,"LAX",12,
"AA","American Airlines Inc.",15016,"STL",13303,"MIA",12,
"AA","American Airlines Inc.",15016,"STL",13930,"ORD",12,
"AA","American Airlines Inc.",15016,"STL",14107,"PHX",12,
"AA","American Airlines Inc.",15016,"STL",14570,"RNO",12,
"AA","American Airlines Inc.",15016,"STL",14869,"SLC",12,
"AA","American Airlines Inc.",15016,"STL",14893,"SMF",12,
"AA","American Airlines Inc.",15024,"STT",13303,"MIA",12,
"AA","American Airlines Inc.",15027,"STX",11057,"CLT",12,
"AA","American Airlines Inc.",15027,"STX",13303,"MIA",12,
"AA","American Airlines Inc.",15096,"SYR",11057,"CLT",12,
"AA","American Airlines Inc.",15096,"SYR",12451,"JAX",12,
"AA","American Airlines Inc.",15096,"SYR",13930,"ORD",12,
"AA","American Airlines Inc.",15304,"TPA",10257,"ALB",12,
"AA","American Airlines Inc.",15304,"TPA",10721,"BOS",12,
"AA","American Airlines Inc.",15304,"TPA",11057,"CLT",12,
"AA","American Airlines Inc.",15304,"TPA",11278,"DCA",12,
"AA","American Airlines Inc.",15304,"TPA",11298,"DFW",12,
"AA","American Airlines Inc.",15304,"TPA",11618,"EWR",12,
"AA","American Airlines Inc.",15304,"TPA",13303,"MIA",12,
"AA","American Airlines Inc.",15304,"TPA",13930,"ORD",12,
"AA","American Airlines Inc.",15304,"TPA",14100,"PHL",12,
"AA","American Airlines Inc.",15304,"TPA",14107,"PHX",12,
"AA","American Airlines Inc.",15304,"TPA",14570,"RNO",12,
"AA","American Airlines Inc.",15304,"TPA",14771,"SFO",12,
"AA","American Airlines Inc.",15304,"TPA",14869,"SLC",12,
"AA","American Airlines Inc.",15370,"TUL",11057,"CLT",12,
"AA","American Airlines Inc.",15370,"TUL",11298,"DFW",12,
"AA","American Airlines Inc.",15370,"TUL",13303,"MIA",12,
"AA","American Airlines Inc.",15370,"TUL",13930,"ORD",12,
"AA","American Airlines Inc.",15376,"TUS",11278,"DCA",12,
"AA","American Airlines Inc.",15376,"TUS",11298,"DFW",12,
"AA","American Airlines Inc.",15376,"TUS",13487,"MSP",12,
"AA","American Airlines Inc.",15376,"TUS",13930,"ORD",12,
"AA","American Airlines Inc.",15624,"VPS",11298,"DFW",12,
"AAT","Air Sunshine Inc.",14843,"SJU",15024,"STT",12,
"AAT","Air Sunshine Inc.",15024,"STT",14843,"SJU",12,
"ABX","ABX Air Inc",11193,"CVG",14843,"SJU",12,
"ABX","ABX Air Inc",13204,"MCO",14843,"SJU",12,
"ABX","ABX Air Inc",13303,"MIA",14843,"SJU",12,
"ABX","ABX Air Inc",13303,"MIA",14843,"SJU",12,
"ABX","ABX Air Inc",14843,"SJU",11193,"CVG",12,
"ABX","ABX Air Inc",14843,"SJU",13303,"MIA",12,
"ABX","ABX Air Inc",14843,"SJU",13303,"MIA",12,
"ABX","ABX Air Inc",10397,"ATL",11193,"CVG",12,
"ABX","ABX Air Inc",10423,"AUS",11193,"CVG",12,
"ABX","ABX Air Inc",10693,"BNA",11193,"CVG",12,
"ABX","ABX Air Inc",10721,"BOS",11193,"CVG",12,
"ABX","ABX Air Inc",10721,"BOS",13303,"MIA",12,
"ABX","ABX Air Inc",10821,"BWI",11193,"CVG",12,
"ABX","ABX Air Inc",10821,"BWI",14512,"RFD",12,
"ABX","ABX Air Inc",10821,"BWI",14576,"ROC",12,
"ABX","ABX Air Inc",10821,"BWI",14893,"SMF",12,
"ABX","ABX Air Inc",11057,"CLT",13891,"ONT",12,
"ABX","ABX Air Inc",11193,"CVG",10397,"ATL",12,
"ABX","ABX Air Inc",11193,"CVG",10397,"ATL",12,
"ABX","ABX Air Inc",11193,"CVG",10721,"BOS",12,
"ABX","ABX Air Inc",11193,"CVG",10721,"BOS",12,
"ABX","ABX Air Inc",11193,"CVG",10821,"BWI",12,
"ABX","ABX Air Inc",11193,"CVG",11057,"CLT",12,
"ABX","ABX Air Inc",11193,"CVG",11292,"DEN",12,
"ABX","ABX Air Inc",11193,"CVG",11298,"DFW",12,
"ABX","ABX Air Inc",11193,"CVG",11433,"DTW",12,
"ABX","ABX Air Inc",11193,"CVG",11433,"DTW",12,
"ABX","ABX Air Inc",11193,"CVG",11540,"ELP",12,
"ABX","ABX Air Inc",11193,"CVG",11618,"EWR",12,
"ABX","ABX Air Inc",11193,"CVG",12206,"HRL",12,
"ABX","ABX Air Inc",11193,"CVG",12266,"IAH",12,
"ABX","ABX Air Inc",11193,"CVG",12478,"JFK",12,
"ABX","ABX Air Inc",11193,"CVG",12892,"LAX",12,
"ABX","ABX Air Inc",11193,"CVG",12892,"LAX",12,
"ABX","ABX Air Inc",11193,"CVG",13204,"MCO",12,
"ABX","ABX Air Inc",11193,"CVG",13303,"MIA",12,
"ABX","ABX Air Inc",11193,"CVG",13930,"ORD",12,
"ABX","ABX Air Inc",11193,"CVG",13930,"ORD",12,
"ABX","ABX Air Inc",11193,"CVG",14100,"PHL",12,
"ABX","ABX Air Inc",11193,"CVG",14747,"SEA",12,
"ABX","ABX Air Inc",11193,"CVG",15370,"TUL",12,
"ABX","ABX Air Inc",11193,"CVG",15370,"TUL",12,
"ABX","ABX Air Inc",11292,"DEN",11193,"CVG",12,
"ABX","ABX Air Inc",11298,"DFW",11193,"CVG",12,
"ABX","ABX Air Inc",11298,"DFW",11193,"CVG",12,
"ABX","ABX Air Inc",11298,"DFW",12266,"IAH",12,
"ABX","ABX Air Inc",11433,"DTW",11193,"CVG",12,
"ABX","ABX Air Inc",11433,"DTW",13487,"MSP",12,
"ABX","ABX Air Inc",11540,"ELP",11193,"CVG",12,
"ABX","ABX Air Inc",11540,"ELP",12892,"LAX",12,
"ABX","ABX Air Inc",11618,"EWR",11193,"CVG",12,
"ABX","ABX Air Inc",12206,"HRL",11193,"CVG",12,
"ABX","ABX Air Inc",12266,"IAH",11193,"CVG",12,
"ABX","ABX Air Inc",12266,"IAH",11298,"DFW",12,
"ABX","ABX Air Inc",12266,"IAH",12206,"HRL",12,
"ABX","ABX Air Inc",12266,"IAH",13495,"MSY",12,
"ABX","ABX Air Inc",12324,"ILN",12892,"LAX",12,
"ABX","ABX Air Inc",12478,"JFK",11193,"CVG",12,
"ABX","ABX Air Inc",12892,"LAX",11193,"CVG",12,
"ABX","ABX Air Inc",12892,"LAX",11193,"CVG",12,
"ABX","ABX Air Inc",12892,"LAX",14747,"SEA",12,
"ABX","ABX Air Inc",13204,"MCO",13303,"MIA",12,
"ABX","ABX Air Inc",13303,"MIA",10693,"BNA",12,
"ABX","ABX Air Inc",13303,"MIA",11193,"CVG",12,
